time	O	time	NN
on	O	on	IN
Wednesday	O	Wednesday	NNP
http://FakeURL	O	http://FakeURL	URL
...	O	...	:

RT	O	rt	RT
@FakeUsername	O	@fakeusername	USR
:::	O	:::	UH
Charlotte	O	Charlotte	NNP
Bobcats	O	Bobcats	NNP
Top	O	Top	NNP
10	O	10	CD
Plays	O	Plays	NNS
of	O	of	IN
2008-2009	O	2008-2009	CD
http://FakeURL	O	http://fakeurl	URL

RT	O	rt	RT
@FakeUsername	O	@fakeusername	USR
:	O	:	:
@FakeUsername	O	@FakeUsername	USR
ray	O	ray	NNP
Lewis	O	Lewis	NNP
and	O	and	CC
his	O	he	PRP$
pre	O	pre	JJ
game	O	game	NN
speeches	O	speech	NNS
could	O	could	MD
motivate	O	motivate	VB
me	O	I	PRP
2	O	2	CD
rob	O	rob	NNP
a	O	a	DT
bank	O	bank	NN
!	O	!	.

RT	O	rt	RT
@FakeUsername	O	@FakeUsername	USR
Travis	O	Travis	NNP
Porter	O	Porter	NNP
be	O	be	VB
bring	O	bring	VB
the	O	the	DT
freaks	O	freak	NNS
out	O	out	RP
on	O	on	IN
a	O	a	DT
Sunday	O	Sunday	NNP
.	O	.	.
LOL	O	LOL	UH
?	O	?	.
ain't	O	ain't	VBP
nuthin	O	nuthin	NN
but	O	but	CC
the	O	the	DT
devil	O	devil	NN

28322	O	28322	CD

"	O	"	''
RT	O	rt	RT
@FakeUsername	O	@fakeusername	USR
:	O	:	:
Every	O	every	DT
little	O	little	JJ
thing	O	thing	NN
that	O	that	IN
we	O	we	PRP
do	O	do	VBP
,	O	,	,
should	O	should	MD
be	O	be	VB
between	O	between	IN
me	O	I	PRP
&	O	&	CC
you	O	you	PRP
.	O	.	.
"	O	"	''

RT	O	rt	RT
@FakeUsername	O	@fakeusername	USR
:	O	:	:
About	O	about	IN
100	O	100	CD
commuters	O	commuter	NNS
stuck	O	stick	VBD
on	O	on	IN
New	O	New	NNP
Jersey	O	Jersey	NNP
Transit	O	Transit	NNP
train	O	train	NN
due	O	due	JJ
to	O	to	TO
damage	O	damage	VB
to	O	to	TO
overhead	O	overhead	NN
wires	O	wire	NNS
;	O	;	:
delays	O	delay	NNS
of	O	of	IN
up	O	up	IN
to	O	to	TO
an	O	a	DT
hour	O	hour	NN
http://	O	http://	URL
...	O	...	:

"	O	"	''
RT	O	rt	RT
@FakeUsername	O	@fakeusername	USR
:	O	:	:
Salmonella	O	salmonella	NNP
outbreak	O	outbreak	NN
,	O	,	,
possibly	O	possibly	RB
linked	O	link	VBN
to	O	to	TO
sprouts	O	sprout	NNS
served	O	serve	VBN
at	O	at	IN
Jimmy	O	Jimmy	NNP
Johns	O	Johns	NNP
restaurants	O	restaurant	NNS
,	O	,	,
has	O	have	VBZ
sickened	O	sicken	VBN
89	O	89	CD
people	O	people	NNS
in	O	in	IN
15	O	15	CD
states	O	state	NNS
...	O	...	:
"	O	"	''

"	O	"	''
RT	O	rt	RT
@FakeUsername	O	@fakeusername	USR
:	O	:	:
Son	O	Son	NN
of	O	of	IN
fraudster	O	fraudster	NN
Bernie	O	Bernie	NNP
Madoff	O	Madoff	NNP
to	O	to	TO
be	O	be	VB
cremated	O	cremate	VBN
,	O	,	,
no	O	no	DT
funeral	O	funeral	NN
service	O	service	NN
in	O	in	IN
suicide	O	suicide	NN
-	O	-	:
CNBC	O	CNBC	NNP
"	O	"	''

RT	O	rt	RT
@FakeUsername	O	@fakeusername	USR
:	O	:	:
Woman	O	Woman	NN
accused	O	accuse	VBD
of	O	of	IN
slashing	O	slash	VBG
Leonardo	O	Leonardo	NNP
DiCaprio's	O	DiCaprio's	NNP
face	O	face	NN
cuts	O	cut	NNS
plea	O	plea	NN
deal	O	deal	NN
expected	O	expect	VBN
to	O	to	TO
result	O	result	VB
in	O	in	IN
two-year	O	two-year	JJ
prison	O	prison	NN
sentence	O	sentence	NN
--	O	--	:
TM	O	tm	MD
...	O	...	:

``RT	O	``rt	RT
@FakeUsername	O	@fakeusername	USR
:	O	:	:
Watch	O	watch	VB
Bret	O	Bret	NNP
Michaels	O	Michaels	NNP
'''	O	'''	NNP
``What	O	``what	NNP
I	O	I	PRP
Got	O	get	VBD
''''	O	''''	PRP
video	O	video	NN
now	O	now	RB
!	O	!	.
This	O	this	DT
video	O	video	NN
is	O	be	VBZ
a	O	a	DT
very	O	very	RB
special	O	special	JJ
tribute	O	tribute	NN
to	O	to	TO
all	O	all	DT
the	O	the	DT
fans	O	fan	NNS
for	O	for	IN
their	O	they	PRP$
support	O	support	NN
!	O	!	.
h	O	h	UH
...	O	...	.
''	O	''	''

RT	O	rt	RT
@FakeUsername	O	@fakeusername	USR
:	O	:	:
Is	O	be	VBZ
Mr	O	Mr	NNP
Cowell	O	Cowell	NNP
allergic	O	allergic	JJ
to	O	to	TO
stairs	O	stair	NNS
?	O	?	.
What's	O	What's	WP
the	O	the	DT
deal	O	deal	NN
?	O	?	.
C'mon	O	c'mon	UH
now	O	now	RB
!	O	!	.

"	O	"	''
RT	O	rt	RT
@FakeUsername	O	@fakeusername	USR
:	O	:	:
Willie	O	Willie	NNP
Nelson	O	Nelson	NNP
busted	O	bust	VBD
for	O	for	IN
pot	O	pot	NN
possession	O	possession	NN
.	O	.	.
Related	O	relate	JJ
news	O	news	NN
,	O	,	,
Cops	O	cop	NNS
issued	O	issue	VBD
an	O	a	DT
APB	O	apb	NNP
for	O	for	IN
the	O	the	DT
immediate	O	immediate	JJ
apprehension	O	apprehension	NN
of	O	of	IN
the	O	the	DT
sky	O	sky	NN
for	O	for	IN
...	O	...	:
"	O	"	''

RT	O	rt	RT
@FakeUsername	O	@fakeusername	USR
:	O	:	:
#FakeHashtag	O	#fakehashtag	HT
is	O	be	VBZ
heel	O	heel	VBP
belangrijk	O	belangrijk	VB
voor	O	voor	VB
me	O	I	PRP
.?	O	.?	.
@FakeUsername	O	@FakeUsername	USR
Hahaha	O	Hahaha	UH

RT	O	rt	RT
@FakeUsername	O	@fakeusername	USR
:	O	:	:
Yall	O	Yall	PRP
know	O	know	VBP
that	O	that	DT
artwork	O	artwork	NN
Kanye	O	Kanye	NNP
used	O	use	VBN
on	O	on	IN
all	O	all	DT
his	O	he	PRP$
Good	O	good	JJ
Friday	O	Friday	NNP
covers	O	cover	NNS
?	O	?	.
People	O	people	NNS
are	O	be	VBP
really	O	really	RB
abusing	O	abuse	VBG
the	O	the	DT
shit	O	shit	NN
out	O	out	IN
of	O	of	IN
that	O	that	DT
style	O	style	NN
.	O	.	.

"	O	"	''
RT	O	rt	RT
@FakeUsername	O	@fakeusername	USR
:	O	:	:
it	O	it	PRP
breaks	O	break	VBZ
your	O	you	PRP$
heart	O	heart	NN
to	O	to	TO
see	O	see	VB
the	O	the	DT
one	O	one	CD
you	O	you	PRP
love	O	love	VBP
is	O	be	VBZ
happy	O	happy	JJ
with	O	with	IN
someone	O	someone	NN
else	O	else	RB
,	O	,	,
but	O	but	CC
more	O	more	JJR
painful	O	painful	JJ
to	O	to	TO
know	O	know	VB
that	O	that	IN
the	O	the	DT
one	O	one	CD
you	O	you	PRP
love	O	love	VBP
"	O	"	''

"	O	"	''
RT	O	rt	RT
@FakeUsername	O	@fakeusername	USR
:	O	:	:
`Lennon	O	`Lennon	NNP
Naked	O	Naked	JJ
'	O	'	''
:	O	:	:
Thirty	O	thirty	JJ
years	O	year	NNS
after	O	after	IN
John	O	John	NNP
Lennon's	O	Lennon's	NNP
death	O	death	NN
,	O	,	,
filmmakers	O	filmmaker	NNS
are	O	be	VBP
trying	O	try	VBG
make	O	make	VB
sense	O	sense	NN
out	O	out	IN
of	O	of	IN
his	O	he	PRP$
life	O	life	NN
.	O	.	.
In	O	in	IN
the	O	the	DT
......	O	......	:
"	O	"	''

RT	O	rt	RT
@FakeUsername	O	@fakeusername	USR
:	O	:	:
We	O	we	PRP
are	O	be	VBP
giving	O	give	VBG
away	O	away	RB
a	O	a	DT
#FakeHashtag	O	#fakehashtag	HT
pair	O	pair	NN
of	O	of	IN
#FakeHashtag	O	#fakehashtag	HT
grips	O	grip	NNS
for	O	for	IN
the	O	the	DT
#FakeHashtag	O	#fakehashtag	HT
#FakeHashtag	O	#fakehashtag	HT
or	O	or	CC
#FakeHashtag	O	#fakehashtag	HT
every	O	every	DT
day	O	day	NN
!	O	!	.
Just	O	just	RB
follow	O	follow	VB
&	O	&	CC
RT	O	rt	RT
to	O	to	TO
enter	O	enter	VB

RT	O	rt	RT
@FakeUsername	O	@fakeusername	USR
:	O	:	:
Reggie	O	Reggie	NNP
Bush	O	Bush	NNP
gave	O	give	VBD
up	O	up	IN
that	O	that	DT
fumble	O	fumble	NN
like	O	like	IN
he	O	he	PRP
did	O	do	VBD
the	O	the	DT
Heisman	O	Heisman	NNP
.	O	.	.
Punk	O	punk	NN
bitch	O	bitch	NN
...	O	...	:

RT	O	rt	RT
@FakeUsername	O	@fakeusername	USR
:	O	:	:
Saying	O	say	VBG
Jason	O	Jason	NNP
Garrett	O	Garrett	NNP
was	O	be	VBD
a	O	a	DT
great	O	great	JJ
back	O	back	NN
up	O	up	RP
is	O	be	VBZ
like	O	like	IN
calling	O	call	VBG
a	O	a	DT
woman	O	woman	NN
a	O	a	DT
great	O	great	JJ
mistress	O	mistress	NN

RT	O	rt	RT
@FakeUsername	O	@fakeusername	USR
:	O	:	:
Maxine	O	Maxine	NNP
Waters	O	Waters	NNP
asks	O	ask	VBZ
what	O	what	WP
the	O	the	DT
exact	O	exact	JJ
details	O	detail	NNS
of	O	of	IN
the	O	the	DT
process	O	process	NN
for	O	for	IN
loan	O	loan	NN
mods	O	mod	NNS
-	O	-	:
step	O	step	NN
by	O	by	IN
step	O	step	NN
she	O	she	PRP
asks	O	ask	VBZ
if	O	if	IN
regulators	O	regulator	NNS
are	O	be	VBP
aware	O	aware	JJ
of	O	of	IN
...	O	...	:

RT	O	rt	RT
@FakeUsername	O	@fakeusername	USR
:	O	:	:
Chattanooga	O	Chattanooga	NNP
Rallies	O	Rallies	NNP
To	O	to	TO
Beat	O	beat	VB
Kennesaw	O	Kennesaw	NNP
State	O	State	NNP
73-69	O	73-69	CD
:	O	:	:
DeAntre	O	DeAntre	NNP
Jefferson	O	Jefferson	NNP
had	O	have	VBD
16	O	16	CD
points	O	point	NNS
and	O	and	CC
10	O	10	CD
rebounds	O	rebound	NNS
for	O	for	IN
his	O	he	PRP$
second	O	second	JJ
...	O	...	:
http://b	O	http://b	URL
...	O	...	:

"	O	"	''
RT	O	rt	RT
@FakeUsername	O	@fakeusername	USR
:	O	:	:
Now	O	now	RB
The	O	the	DT
Details	O	detail	NNS
:	O	:	:
William	O	William	NNP
,	O	,	,
Kate	O	Kate	NNP
Plan	O	Plan	NNP
Wedding	O	wedding	NN
:	O	:	:
Now	O	now	RB
it's	O	it'	VBZ
all	O	all	DT
about	O	about	IN
the	O	the	DT
details	O	detail	NNS
:	O	:	:
The	O	the	DT
dress	O	dress	NN
,	O	,	,
the	O	the	DT
date	O	date	NN
,	O	,	,
the	O	the	DT
venue	O	venue	NN
-	O	-	:
an	O	a	DT
...	O	...	:
http://b	O	http://b	URL
...	O	...	:
"	O	"	''

RT	O	rt	RT
@FakeUsername	O	@fakeusername	USR
:	O	:	:
Ethics	O	ethic	NNP
chief	O	chief	NN
counsel	O	counsel	NN
recommends	O	recommend	VBZ
censure	O	censure	NN
for	O	for	IN
NY	O	NY	NNP
Rep.	O	Rep.	NNP
Rangel	O	Rangel	NNP

RT	O	rt	RT
@FakeUsername	O	@fakeusername	USR
:	O	:	:
George	O	George	NNP
W	O	W	NNP
.	O	.	.
Bush	O	Bush	NNP
Content	O	content	NN
with	O	with	IN
His	O	he	PRP$
Decisions	O	decision	NNS
and	O	and	CC
New	O	New	JJ
Low-Key	O	Low-Key	NNP
Life	O	Life	NNP
http://Fakeurl.(	O	http://Fakeurl.(	URL
via	O	via	IN
@FakeUsername	O	@FakeUsername	USR
)	O	)	)

RT	O	rt	RT
@FakeUsername	O	@fakeusername	USR
:	O	:	:
Sarah	O	Sarah	NNP
Palin	O	Palin	NNP
tells	O	tell	VBZ
Barbara	O	Barbara	NNP
Walters	O	Walters	NNP
she	O	she	PRP
could	O	could	MD
be	O	be	VB
Obama	O	Obama	NNP
in	O	in	IN
2012	O	2012	CD
...	O	...	:
not	O	not	RB
saying	O	say	VBG
if	O	if	IN
she	O	she	PRP
is	O	be	VBZ
running	O	run	VBG
...	O	...	:
don't	O	don't	VBP
expect	O	expect	VB
WH	O	wh	NNP
response	O	response	NN
htt	O	htt	NN
...	O	...	:

"	O	"	''
RT	O	rt	RT
@FakeUsername	O	@fakeusername	USR
:	O	:	:
Julian	O	Julian	NNP
Fantino	O	Fantino	NNP
is	O	be	VBZ
so	O	so	RB
tough	O	tough	JJ
,	O	,	,
if	O	if	IN
a	O	a	DT
puffin	O	puffin	NN
pooped	O	poop	VBD
on	O	on	IN
him	O	he	PRP
,	O	,	,
he'd	O	he'd	MD
make	O	make	VB
the	O	the	DT
sure	O	sure	JJ
the	O	the	DT
entire	O	entire	JJ
species	O	species	NN
was	O	be	VBD
extinct	O	extinct	JJ
.	O	.	.
#FakeHashtag	O	#fakehashtag	HT
"	O	"	''

"	O	"	''
RT	O	rt	RT
@FakeUsername	O	@fakeusername	USR
:	O	:	:
Julian	O	Julian	NNP
Fantino	O	Fantino	NNP
is	O	be	VBZ
so	O	so	RB
tough	O	tough	JJ
,	O	,	,
he	O	he	PRP
eats	O	eat	VBZ
bullets	O	bullet	NNS
and	O	and	CC
not	O	not	RB
Shreddies	O	shreddies	NNS
for	O	for	IN
breakfast	O	breakfast	NN
.	O	.	.
#FakeHashtag	O	#fakehashtag	HT
"	O	"	''

"	O	"	''
RT	O	rt	RT
@FakeUsername	O	@fakeusername	USR
:	O	:	:
Julian	O	Julian	NNP
Fantino	O	Fantino	NNP
is	O	be	VBZ
so	O	so	RB
tough	O	tough	JJ
,	O	,	,
if	O	if	IN
a	O	a	DT
puffin	O	puffin	NN
pooped	O	poop	VBD
on	O	on	IN
him	O	he	PRP
,	O	,	,
he'd	O	he'd	MD
make	O	make	VB
the	O	the	DT
sure	O	sure	JJ
the	O	the	DT
entire	O	entire	JJ
species	O	species	NN
was	O	be	VBD
extinct	O	extinct	JJ
.	O	.	.
#FakeHashtag	O	#fakehashtag	HT
"	O	"	''

"	O	"	''
RT	O	rt	RT
@FakeUsername	O	@fakeusername	USR
:	O	:	:
Glen	O	Glen	NNP
Davis	O	Davis	NNP
leads	O	lead	VBZ
the	O	the	DT
C's	O	c's	NNP
w/12	O	w/12	CD
points	O	point	NNS
,	O	,	,
while	O	while	IN
KG	O	KG	NNP
has	O	have	VBZ
6	O	6	CD
points	O	point	NNS
and	O	and	CC
9	O	9	CD
rebounds	O	rebound	NNS
as	O	as	IN
the	O	the	DT
C's	O	C's	NNP
lead	O	lead	NN
NJ	O	NJ	NNP
57-37	O	57-37	CD
at	O	at	IN
the	O	the	DT
half	O	half	NN
.	O	.	.
Ray	O	Ray	NNP
:	O	:	:
11	O	11	CD
p	O	p	NN
...	O	...	:
"	O	"	''

"	O	"	''
RT	O	rt	RT
@FakeUsername	O	@fakeusername	USR
:	O	:	:
Rajon	O	Rajon	NNP
Rondo	O	Rondo	NNP
has	O	have	VBZ
11	O	11	CD
assists	O	assist	NNS
,	O	,	,
Shaq	O	Shaq	NNP
has	O	have	VBZ
13	O	13	CD
points	O	point	NNS
and	O	and	CC
KG	O	kg	NNP
has	O	have	VBZ
16	O	16	CD
as	O	as	IN
the	O	the	DT
C's	O	C's	NNP
lead	O	lead	VB
the	O	the	DT
Raptors	O	Raptors	NNS
58-52	O	58-52	CD
at	O	at	IN
the	O	the	DT
half	O	half	NN
.	O	.	.
C's	O	c's	NNP
shooting	O	shooting	VBG
5	O	5	CD
...	O	...	:
"	O	"	''

RT	O	rt	RT
@FakeUsername	O	@fakeusername	USR
:	O	:	:
Rajon	O	Rajon	NNP
Rondo	O	Rondo	NNP
said	O	say	VBD
today	O	today	NN
that	O	that	IN
Avery	O	Avery	NNP
Bradley	O	Bradley	NNP
is	O	be	VBZ
ahead	O	ahead	RB
of	O	of	IN
him	O	he	PRP
in	O	in	IN
terms	O	term	NNS
of	O	of	IN
pick-and-roll	O	pick-and-roll	JJ
defense	O	defense	NN
because	O	because	IN
of	O	of	IN
his	O	he	PRP$
physicality	O	physicality	NN

RT	O	rt	RT
@FakeUsername	O	@fakeusername	USR
:	O	:	:
``Do	O	``do	NNP
not	O	not	RB
look	O	look	VB
for	O	for	IN
approval	O	approval	NN
except	O	except	IN
for	O	for	IN
the	O	the	DT
consciousness	O	consciousness	NN
of	O	of	IN
doing	O	do	VBG
your	O	you	PRP$
best	O	best	JJS
.	O	.	.
''	O	''	''
Andrew	O	Andrew	NNP
Carnegie	O	Carnegie	NNP
#FakeHashtag	O	#fakehashtag	HT

RT	O	rt	RT
@FakeUsername	O	@fakeusername	USR
:	O	:	:
``The	O	``the	DT
best	O	best	JJS
way	O	way	NN
to	O	to	TO
find	O	find	VB
yourself	O	yourself	PRP
is	O	be	VBZ
to	O	to	TO
lose	O	lose	VB
yourself	O	yourself	PRP
in	O	in	IN
the	O	the	DT
service	O	service	NN
of	O	of	IN
others	O	other	NNS
.	O	.	.
''	O	''	''
Gandhi	O	Gandhi	NNP
#FakeHashtag	O	#FakeHashtag	HT

"	O	"	''
RT	O	rt	RT
@FakeUsername	O	@fakeusername	USR
:	O	:	:
Today	O	today	NN
was	O	be	VBD
good	O	good	JJ
,	O	,	,
today	O	today	NN
was	O	be	VBD
fun	O	fun	NN
,	O	,	,
tomorrow	O	tomorrow	NN
is	O	be	VBZ
another	O	another	DT
one	O	one	CD
~	O	~	:
Dr.	O	Dr.	NNP
Seuss	O	Seuss	NNP
#FakeHashtag	O	#FakeHashtag	HT
"	O	"	''

RT	O	rt	RT
@FakeUsername	O	@fakeusername	USR
:	O	:	:
Andre	O	Andre	NNP
Johnson	O	Johnson	NNP
gets	O	get	VBZ
the	O	the	DT
#FakeHashtag	O	#fakehashtag	HT
award	O	award	NN
.	O	.	.

"	O	"	''
RT	O	rt	RT
@FakeUsername	O	@fakeusername	USR
:	O	:	:
Is	O	be	VBZ
Mike	O	Mike	NNP
Tomlin	O	Tomlin	NNP
the	O	the	DT
coolest	O	coolest	JJS
guy	O	guy	NN
coaching	O	coaching	NN
in	O	in	IN
the	O	the	DT
league	O	league	NN
?	O	?	.
Love	O	Love	VB
his	O	he	PRP$
attitude	O	attitude	NN
.	O	.	.
/+1	O	/+1	CD
,	O	,	,
0	O	0	CD
"	O	"	''

"	O	"	''
RT	O	rt	RT
@FakeUsername	O	@fakeusername	USR
:	O	:	:
@FakeUsername	O	@FakeUsername	USR
Hi	O	Hi	UH
Dr	O	Dr	NNP
Gratton	O	Gratton	NNP
,	O	,	,
I	O	I	PRP
would	O	would	MD
like	O	like	VB
to	O	to	TO
place	O	place	VB
on	O	on	IN
record	O	record	NN
my	O	my	PRP$
sincere	O	sincere	JJ
appreciation	O	appreciation	NN
for	O	for	IN
all	O	all	DT
your	O	you	PRP$
support	O	support	NN
and	O	and	CC
great	O	great	JJ
help	O	help	NN
....	O	....	:
"	O	"	''

RT	O	rt	RT
@FakeUsername	O	@fakeusername	USR
:	O	:	:
Did	O	do	VBD
you	O	you	PRP
know	O	know	VBP
:	O	:	:
Derrick	O	Derrick	NNP
Rose	O	Rose	NNP
leads	O	lead	VBZ
the	O	the	DT
Eastern	O	Eastern	JJ
Conference	O	conference	NN
in	O	in	IN
scoring	O	score	NN
(	O	(	(
25.5	O	25.5	CD
ppg	O	ppg	NN
)	O	)	)
#FakeHashtag	O	#fakehashtag	HT

RT	O	rt	RT
@FakeUsername	O	@fakeusername	USR
:	O	:	:
@FakeUsername	O	@FakeUsername	USR
Give	O	give	VB
your	O	you	PRP$
San	O	San	NNP
Francisco	O	Francisco	NNP
Santa	O	Santa	NNP
(	O	(	(
John	O	John	NNP
Toomey	O	Toomey	NNP
)	O	)	)
his	O	he	PRP$
job	O	job	NN
back	O	back	RB
!!!	O	!!!	.
(	O	(	(
PLEASE	O	please	VB
RE-TWEET	O	re-tweet	NNP
)	O	)	)

RT	O	rt	RT
@FakeUsername	O	@fakeusername	USR
:	O	:	:
I	O	I	PRP
delete	O	delete	VBP
so	O	so	RB
many	O	many	JJ
tweets	O	tweet	NNS
before	O	before	IN
I	O	I	PRP
send	O	send	VBP
them	O	they	PRP
<=	O	<=	.
=	O	=	UH
=	O	=	UH
you	O	you	PRP
don't	O	don't	VBP
censor	O	censor	VBP
your	O	you	PRP$
bbms	O	bbm	NNS

RT	O	rt	RT
@FakeUsername	O	@fakeusername	USR
:	O	:	:
Its	O	its	PRP
not	O	not	RB
enough	O	enough	RB
that	O	that	IN
we	O	we	PRP
do	O	do	VBP
our	O	we	PRP$
best	O	best	JJS
;	O	;	:
sometimes	O	sometimes	RB
we	O	we	PRP
have	O	have	VBP
to	O	to	TO
do	O	do	VB
whats	O	what	WP
required	O	require	VBD
.	O	.	.
-	O	-	:
Winston	O	Winston	NNP
Churchill	O	Churchill	NNP

RT	O	rt	RT
@FakeUsername	O	@fakeusername	USR
:	O	:	:
Programming	O	program	NN
error	O	error	NN
at	O	at	IN
Edu	O	Edu	NNP
Dept	O	Dept	NNP
may	O	may	MD
have	O	have	VB
undercounted	O	undercount	VBN
student-loan	O	student-loan	JJ
