What	what	WP
you	you	PRP
think	think	VBP
?	?	.

Lester	Lester	NNP
,	,	,
''	''	''
Mason	Mason	NNP
&	&	CC
Begg	Begg	NNP
Limited	Limited	NNP
:	:	.
''	''	''
''	''	''
`Forbidden	`Forbidden	NNP
Fruit	Fruit	NNP
'	'	POS
calls	call	NNS
on	on	IN
all	all	DT
of	of	IN
us	we	PRP
to	to	TO
examine	examine	VB
the	the	DT
long	long	JJ
history	history	NN
of	of	IN
censoring	censor	VBG
ideas	idea	NNS
''	''	.
''	''	''
http://FakeURL	http://fakeurl	URL
''	''	''

To	to	TO
be	be	VB
successful	successful	JJ
,	,	,
you	you	PRP
have	have	VBP
to	to	TO
have	have	VB
your	you	PRP$
heart	heart	NN
in	in	IN
your	you	PRP$
business	business	NN
,	,	,
and	and	CC
your	you	PRP$
business	business	NN
in	in	IN
your	you	PRP$
heart	heart	NN
.	.	.
Thomas	Thomas	NNP
Watson	Watson	NNP
,	,	,
Sr.	Sr.	NNP

Sanchez	Sanchez	NNP
looks	look	VBZ
like	like	IN
Eli	Eli	NNP
Wallach	Wallach	NNP
in	in	IN
The	the	DT
Good	good	JJ
,	,	,
The	the	DT
Bad	bad	JJ
and	and	CC
the	the	DT
Ugly	ugly	JJ
with	with	IN
that	that	DT
facial	facial	JJ
scruff	scruff	NN
.	.	.

@FakeUsername	@FakeUsername	USR
the	the	DT
history	history	NN
of	of	IN
the	the	DT
mayor	mayor	NN
,	,	,
the	the	DT
city	city	NNP
.	.	.

`Entertainment	`Entertainment	NN
Tonight	Tonight	NN
'	'	''
creator	creator	NN
dies	die	VBZ
at	at	IN
80	80	CD
-	-	:
Yahoo	Yahoo	NNP
!	!	.
News	News	NNP
http://FakeURL	http://FakeURL	URL

`The	`the	NNP
truth	truth	NN
will	will	MD
always	always	RB
win	win	NNP
'	'	POS
-	-	:
Julian	Julian	NNP
Assange	Assange	NNP
writes	write	VBZ
#FakeHashtag	#fakehashtag	HT

@FakeUsername	@FakeUsername	USR
:	:	:
The	the	DT
Day	day	NN
After	after	IN
in	in	IN
#FakeHashtag	#fakehashtag	HT
#FakeHashtag	#fakehashtag	HT
(	(	(
Broadway	Broadway	NNP
&	&	CC
4th	4th	JJ
Street	street	NN
)	)	)
http://FakeURL	http://fakeurl	URL
(	(	(
via	via	IN
@FakeUsername	@FakeUsername	USR
)	)	)
''	''	''

@FakeUsername	@FakeUsername	USR
:	:	:
No	No	DT
equal	equal	JJ
pay	pay	NN
for	for	IN
women	woman	NNS
,	,	,
no	no	DT
unemployment	unemployment	NN
benefits	benefit	NNS
,	,	,
no	no	DT
repeal	repeal	NN
of	of	IN
DADT	DADT	NNP
,	,	,
No	No	NNP
,	,	,
No	No	NNP
,	,	,
No	no	DT
SS	ss	NNP
,	,	,
no	no	DT
medicare	medicare	NN
#FakeHashtag	#fakehashtag	HT
''	''	''

@FakeUsername	@FakeUsername	USR
:	:	:
The	the	DT
beautiful	beautiful	JJ
empty	empty	JJ
streets	street	NNS
of	of	IN
Beirut	Beirut	NNP
\*	\*	SYM
sigh	sigh	NN
\*	\*	SYM
''	''	''
(=	(=	UH
=	=	UH
panoramic	panoramic	JJ
view	view	NN
;)	;)	UH
#FakeHashtag	#fakehashtag	HT
#FakeHashtag	#fakehashtag	HT

@FakeUsername	@FakeUsername	USR
:	:	:
Iran	Iran	NNP
sets	set	VBZ
February	February	NNP
trial	trial	NN
date	date	NN
for	for	IN
3	3	CD
Americans	Americans	NNS
-	-	:
AP	ap	NNP
http://FakeURL	http://fakeurl	URL
@FakeUsername	@fakeusername	USR
#FakeHashtag	#fakehashtag	HT
#FakeHashtag	#fakehashtag	HT
#FakeHashtag	#fakehashtag	HT
#FakeHashtag	#fakehashtag	HT

@FakeUsername	@FakeUsername	USR
:	:	:
Sarkozy	Sarkozy	NNP
says	say	VBZ
#FakeHashtag	#fakehashtag	HT
shield	shield	NN
intended	intend	VBD
to	to	TO
protect	protect	VB
against	against	IN
Iran	Iran	NNP
http://FakeURL	http://FakeURL	URL
@FakeUsername	@FakeUsername	USR
@FakeUsername	@FakeUsername	USR
#FakeHashtag	#FakeHashtag	HT
#FakeHashtag	#FakeHashtag	HT
''	''	''

@FakeUsername	@FakeUsername	USR
:	:	:
RT	rt	RT
@FakeUsername	@fakeusername	USR
:	:	:
New	New	JJ
Orleans	Orleans	NNP
residents	resident	NNS
warned	warn	VBD
to	to	TO
boil	boil	VB
water	water	NN
:	:	:
NEW	NEW	NNP
ORLEANS	ORLEANS	NNP
,	,	,
Nov	Nov	NNP
.	.	.
20	20	CD
(	(	(
UPI	UPI	NNP
)	)	)
(	(	(
cont	cont	VBN
)	)	)
http://FakeURL	http://fakeurl	URL

_	_	UH
@FakeUsername	@fakeusername	USR
:	:	:
RT	rt	RT
@FakeUsername	@fakeusername	USR
:	:	:
Twanking	twank	NNP
(	(	(
vb	vb	NNP
.	.	.
)	)	)
:	:	:
The	the	DT
act	act	NN
of	of	IN
pleasuring	pleasure	VBG
oneself	oneself	PRP
via	via	IN
the	the	DT
medium	medium	NN
of	of	IN
Twitter	Twitter	NNP
#FakeHashtag	#FakeHashtag	HT
_	_	UH

_	_	UH
@FakeUsername	@fakeusername	USR
:	:	:
Whilst	whilst	IN
99%	99%	CD
of	of	IN
the	the	DT
Labour	Labour	NNP
Party	Party	NNP
are	be	VBP
to	to	TO
the	the	DT
left	left	NN
of	of	IN
me	I	PRP
unless	unless	IN
the	the	DT
membership	membership	NN
is	be	VBZ
infinite	infinite	JJ
you	you	PRP
(	(	(
cont	cont	VBN
)	)	)
http://FakeURL	http://fakeurl	URL

_	_	UH
@FakeUsername	@fakeusername	USR
:	:	:
Two	two	CD
million	million	CD
sign	sign	NN
up	up	RP
for	for	IN
Olympics	Olympics	NNP
http://FakeURL	http://fakeurl	URL

_	_	UH
@FakeUsername	@fakeusername	USR
:	:	:
Australia	Australia	NNP
protesters	protester	NNS
sew	sew	NN
up	up	RP
lips	lip	NNS
http://FakeURL	http://fakeurl	URL

_	_	UH
@FakeUsername	@fakeusername	USR
:	:	:
Banksy	Banksy	JJ
film	film	NN
makes	make	VBZ
Oscar	Oscar	NNP
longlist	longlist	JJ
http://FakeURL	http://fakeurl	URL

_	_	UH
@FakeUsername	@fakeusername	USR
:	:	:
Beijing	Beijing	NNP
to	to	TO
host	host	VB
2015	2015	CD
World	World	NNP
Champs	Champs	NNP
http://FakeURL	http://fakeurl	URL

_	_	UH
@FakeUsername	@fakeusername	USR
:	:	:
Namibia	Namibia	NNP
alert	alert	NN
was	be	VBD
`security	`security	JJ
test	test	NN
'	'	''
http://FakeURL	http://fakeurl	URL

_	_	UH
@FakeUsername	@fakeusername	USR
:	:	:
Blast	blast	NN
in	in	IN
South	South	NNP
Island	Island	NNP
,	,	,
New	New	NNP
Zealand	Zealand	NNP
,	,	,
coal	coal	NN
mine	mine	NN
leaves	leave	VBZ
30	30	CD
miners	miner	NNS
unaccounted	unaccounted	JJ
for	for	IN
-	-	:
Reuters	Reuters	NNP

_	_	UH
@FakeUsername	@fakeusername	USR
:	:	:
Nobel	Nobel	NNP
Peace	Peace	NNP
Prize	Prize	NNP
may	may	MD
not	not	RB
be	be	VB
handed	hand	VBN
out	out	RP
with	with	IN
no	no	DT
one	one	NN
from	from	IN
China	China	NNP
dissident	dissident	NN
Liu	Liu	NNP
Xiaobo's	Xiaobo's	NNP
family	family	NN
(	(	(
cont	cont	VBN
)	)	)
http://FakeURL	http://fakeurl	URL

_	_	UH
@FakeUsername	@fakeusername	USR
:	:	:
In	in	IN
case	case	NN
you	you	PRP
missed	miss	VBD
this	this	DT
week's	week's	NN
crappy	crappy	JJ
#FakeHashtag	#fakehashtag	HT
#FakeHashtag	#fakehashtag	HT
emails	email	NNS
,	,	,
you	you	PRP
can	can	MD
find	find	VB
them	they	PRP
all	all	DT
(	(	(
84	84	CD
!	!	.
)	)	)
(	(	(
cont	cont	VBN
)	)	)
http://FakeURL	http://fakeurl	URL

_	_	UH
@FakeUsername	@fakeusername	USR
:	:	:
The	the	DT
#FakeHashtag	#FakeHashtag	HT
Daily	Daily	NNP
is	be	VBZ
out	out	RP
-	-	:
read	read	VB
this	this	DT
Twitter	twitter	NNP
newspaper	newspaper	NN
on	on	IN
http://FakeURL	http://fakeurl	URL
(	(	(
688	688	CD
contributions	contribution	NNS
today	today	NN
)	)	)

_	_	UH
@FakeUsername	@fakeusername	USR
:	:	:
#FakeHashtag	#FakeHashtag	HT
Power	Power	NN
_	_	UH
The	The	DT
Home	Home	NN
Office	Office	NN
have	have	VBP
finally	finally	RB
asked	ask	VBN
for	for	IN
Your	you	PRP$
opinion	opinion	NN
on	on	IN
the	the	DT
Extradition	Extradition	NNP
Act	Act	NNP
2003	2003	CD
(	(	(
cont	cont	VBN
)	)	)
http://FakeURL	http://fakeurl	URL

_	_	UH
@FakeUsername	@fakeusername	USR
:	:	:
The	the	DT
Republican	Republican	NNP
Party	Party	NNP
is	be	VBZ
the	the	DT
cancer	cancer	NN
to	to	TO
America's	America's	NNP
Progress	Progress	NNP
!	!	.
#FakeHashtag	#FakeHashtag	HT
#FakeHashtag	#FakeHashtag	HT
#FakeHashtag	#FakeHashtag	HT
#FakeHashtag	#FakeHashtag	HT
#FakeHashtag	#FakeHashtag	HT
#FakeHashtag	#FakeHashtag	HT
#FakeHashtag	#FakeHashtag	HT
_	_	UH

_	_	UH
@FakeUsername	@fakeusername	USR
:	:	:
Banksy	Banksy	NNP
in	in	IN
line	line	NN
for	for	IN
Oscar	Oscar	NNP
nomination	nomination	NN
http://FakeURL	http://fakeurl	URL

_	_	UH
@FakeUsername	@fakeusername	USR
:	:	:
Doctors	doctor	NNS
warned	warn	VBD
to	to	TO
expect	expect	VB
unrest	unrest	NN
over	over	IN
NHS	nhs	NNP
reforms	reform	NNS
http://FakeURL	http://fakeurl	URL

_	_	UH
@FakeUsername	@fakeusername	USR
:	:	:
Capabilities	capability	NNS
and	and	CC
Implications	implication	NNS
of	of	IN
China	China	NNP
?	?	.
s	s	POS
Jiaolong	Jiaolong	NNP
Submersible	Submersible	NNP
#FakeHashtag	#FakeHashtag	HT
http://FakeURL	http://fakeurl	URL

_	_	UH
@FakeUsername	@fakeusername	USR
:	:	:
The	the	DT
#FakeHashtag	#FakeHashtag	HT
Daily	Daily	NNP
is	be	VBZ
out	out	RP
-	-	:
read	read	VB
this	this	DT
Twitter	twitter	NNP
newspaper	newspaper	NN
on	on	IN
http://FakeURL	http://fakeurl	URL
(	(	(
50	50	CD
contributions	contribution	NNS
today	today	NN
)	)	)

_	_	UH
@FakeUsername	@fakeusername	USR
:	:	:
Ugh	Ugh	UH
gym	gym	NN
was	be	VBD
hard	hard	JJ
this	this	DT
morning	morning	NN
lol	lol	UH
no	no	DT
pain	pain	NN
no	no	DT
gain	gain	NN
I	I	PRP
guess	guess	VBP
you	you	PRP
are	be	VBP
better	better	JJR
than	than	IN
me	I	PRP
,	,	,
i	i	PRP
went	go	VBD
from	from	IN
the	the	DT
bed	bed	NN
to	to	TO
the	the	DT
couch	couch	NN
this	this	DT
AM	AM	NNP

_	_	UH
@FakeUsername	@fakeusername	USR
:	:	:
Who's	who'	NNP
winning	win	VBG
the	the	DT
GB	gb	NNP
/	/	CC
Chicago	Chicago	NNP
game	game	NN
?	?	.
still	still	RB
tied	tie	VBN
at	at	IN
0	0	CD

@FakeUsername	@FakeUsername	USR
:	:	:
#FakeHashtag	#fakehashtag	HT
-	-	:
Médecins	Médecins	NNP
Sans	Sans	FW
Frontières	Frontières	NNP
has	have	VBZ
treated	treat	VBN
over	over	IN
12,000	12,000	CD
people	people	NNS
for	for	IN
suspected	suspect	JJ
#FakeHashtag	#FakeHashtag	HT
http://FakeURL	http://fakeurl	URL

_	_	UH
@FakeUsername	@fakeusername	USR
:	:	:
Aung	Aung	NNP
Suu	Suu	NNP
Kyi	Kyi	NNP
calls	call	VBZ
for	for	IN
release	release	NN
of	of	IN
Burma's	burma'	NNP
ethnic	ethnic	JJ
leaders	leader	NNS
http://FakeURL	http://fakeurl	URL
@FakeUsername	@fakeusername	USR
@FakeUsername	@fakeusername	USR
#FakeHashtag	#fakehashtag	HT
_	_	UH

_	_	UH
@FakeUsername	@fakeusername	USR
:	:	:
Protesters	protester	NNS
in	in	IN
London	London	NNP
march	march	NN
against	against	IN
Afghan	Afghan	NNP
war	war	NN
http://FakeURL	http://fakeurl	URL

_	_	UH
@FakeUsername	@fakeusername	USR
:	:	:
@FakeUsername	@FakeUsername	USR
Old	Old	JJ
Detroit	Detroit	NNP
has	have	VBZ
a	a	DT
cancer	cancer	NN
.	.	.
That	that	DT
cancer	cancer	NN
is	be	VBZ
crime	crime	NN
.	.	.

_	_	UH
@FakeUsername	@fakeusername	USR
:	:	:
Busted	bust	VBD
knee	knee	NN
at	at	IN
the	the	DT
gym	gym	NN
F	f	NN
&	&	CC
@FakeUsername	@FakeUsername	USR
%	%	NN
\*	\*	SYM
otra	otra	NN
vez	vez	NNP
???	???	.

_	_	UH
@FakeUsername	@fakeusername	USR
:	:	:
Three	three	CD
weeks	week	NNS
until	until	IN
my	my	PRP$
new	new	JJ
CNN	CNN	NNP
show	show	NN
launches	launch	NNS
.	.	.
And	and	CC
just	just	RB
booked	book	VBD
two	two	CD
HUGE	huge	JJ
stars	star	NNS
for	for	IN
first	first	JJ
week	week	NN
...	...	:
/	/	CC
Fat	Fat	JJ
Blokes	Blokes	NNS
?	?	.

_	_	UH
@FakeUsername	@fakeusername	USR
:	:	:
BREAKING	BREAKING	NN
:	:	:
#FakeHashtag	#fakehashtag	HT
suspends	suspend	VBZ
#FakeHashtag	#fakehashtag	HT
for	for	IN
campaign	campaign	NN
donations	donation	NNS
:	:	:
http://FakeURL	http://fakeurl	URL

_	_	UH
@FakeUsername	@fakeusername	USR
:	:	:
EDL	edl	NNP
presence	presence	NN
in	in	IN
Wolverhampton	Wolverhampton	NNP
apparently	apparently	RB
50	50	CD
+	+	SYM
protestors	protestor	NNS
shouting	shout	VBG
obscene	obscene	JJ
remarks	remark	NNS
.	.	.
No	no	DT
place	place	NN
for	for	IN
the	the	DT
kiddies	kiddie	NNS
or	or	CC
lone	lone	NNP
women	woman	NNS
.	.	.

_	_	UH
@FakeUsername	@fakeusername	USR
:	:	:
Analysis	analysis	NN
:	:	:
Whodunnit	Whodunnit	UH
?	?	.
Officials	official	NNS
have	have	VBP
sticky	sticky	JJ
problem	problem	NN
in	in	IN
Haiti	Haiti	NNP
http://FakeURL	http://FakeURL	URL

_	_	UH
@FakeUsername	@fakeusername	USR
:	:	:
FLASH	flash	NN
:	:	:
North	North	NNP
Korea	Korea	NNP
told	tell	VBD
U.S.	U.S.	NNP
nuclear	nuclear	JJ
team	team	NN
it	it	PRP
had	have	VBD
2,000	2,000	CD
working	work	VBG
centrifuges	centrifuge	NNS
:	:	:
source	source	NN

_	_	UH
@FakeUsername	@fakeusername	USR
:	:	:
Groupon	Groupon	NNP
considers	consider	VBZ
sale	sale	NN
to	to	TO
Google	Google	NNP
:	:	:
report	report	NN
http://FakeURL	http://fakeurl	URL

_	_	UH
@FakeUsername	@fakeusername	USR
:	:	:
Merck's	Merck's	NNP
Vytorin	Vytorin	NNP
cuts	cut	VBZ
heart	heart	NN
attack	attack	NN
risk	risk	NN
in	in	IN
kidney	kidney	NN
patients	patient	NNS
http://FakeURL	http://fakeurl	URL

_	_	UH
@FakeUsername	@fakeusername	USR
:	:	:
Obama	Obama	NNP
,	,	,
Medvedev	Medvedev	NNP
urge	urge	NN
Senate	Senate	NNP
to	to	TO
ratify	ratify	VB
START	START	NNP
http://FakeURL	http://fakeurl	URL

_	_	UH
@FakeUsername	@fakeusername	USR
:	:	:
The	the	DT
GOP	GOP	NNP
#FakeHashtag	#fakehashtag	HT
is	be	VBZ
a	a	DT
pledge	pledge	NN
to	to	TO
continue	continue	VB
exporting	export	VBG
American	american	JJ
jobs	job	NNS
http://FakeURL	http://fakeurl	URL
#FakeHashtag	#fakehashtag	HT
#FakeHashtag	#fakehashtag	HT
_	_	UH

_	_	UH
@FakeUsername	@fakeusername	USR
:	:	:
The	the	DT
GOP	GOP	NNP
#FakeHashtag	#fakehashtag	HT
is	be	VBZ
a	a	DT
pledge	pledge	NN
to	to	TO
deny	deny	VB
equal	equal	JJ
constitutional	constitutional	JJ
rights	rights	NNS
to	to	TO
#FakeHashtag	#fakehashtag	HT
people	people	NNS
#FakeHashtag	#fakehashtag	HT
#FakeHashtag	#fakehashtag	HT
_	_	UH

_	_	UH
@FakeUsername	@fakeusername	USR
:	:	:
Greetings	greeting	NNS
from	from	IN
Russia	Russia	NNP
!	!	.
We	we	PRP
love	love	VBP
#FakeHashtag	#fakehashtag	HT
!!!	!!!	.
(=	(=	UH
=	=	UH
=	=	UH
welcome	welcome	UH
from	from	IN
#FakeHashtag	#fakehashtag	HT
!!!	!!!	.
#FakeHashtag	#fakehashtag	HT
#FakeHashtag	#fakehashtag	HT

_	_	UH
@FakeUsername	@fakeusername	USR
:	:	:
A	a	DT
woman	woman	NN
has	have	VBZ
been	be	VBN
arrested	arrest	VBN
on	on	IN
suspicion	suspicion	NN
of	of	IN
murder	murder	NN
after	after	IN
the	the	DT
death	death	NN
of	of	IN
an	a	DT
11-month-old	11-month-old	JJ
baby	baby	NN
girl	girl	NN
in	in	IN
Abergavenny	Abergavenny	NNP
,	,	,
south	south	NNP
Wales	Wales	NNP

_	_	UH
@FakeUsername	@fakeusername	USR
:	:	:
I'm	i'm	VBP
tried	try	VBD
of	of	IN
the	the	DT
fuckn	fuckn	JJ
saints	saint	NNS
commercials	commercial	NNS
.	.	.
Smh	Smh	NN
that	that	WDT
was	be	VBD
last	last	JJ
year	year	NN
!!!	!!!	.
Come	come	VB
up	up	RP
wit	wit	IN
new	new	JJ
ones	one	NNS
#FakeHashtag	#fakehashtag	HT
!!!	!!!	.
#FakeHashtag	#fakehashtag	HT

_	_	UH
@FakeUsername	@fakeusername	USR
:	:	:
Afghan	Afghan	NNP
Hero	Hero	NNP
#FakeHashtag	#FakeHashtag	HT
Accidentally	accidentally	RB
Euthanized	euthanize	VBN
...	...	:
Arizona	Arizona	NNP
animal	animal	NN
control	control	NN
put	put	VBN
down	down	RP
the	the	DT
wrong	wrong	JJ
dog	dog	NN
(	(	(
cont	cont	VBN
)	)	)
http://FakeURL	http://fakeurl	URL

_	_	UH
@FakeUsername	@fakeusername	USR
:	:	:
GOP	GOP	NNP
Senators	Senators	NNP
Hint	Hint	NNP
at	at	IN
#FakeHashtag	#FakeHashtag	HT
Repeal	repeal	NN
...	...	:
Ensign	Ensign	NNP
,	,	,
Murkowski	Murkowski	NNP
appear	appear	VBP
ready	ready	JJ
to	to	TO
let	let	VB
gays	gay	NNS
serve	serve	VBP
(	(	(
cont	cont	VBN
)	)	)
http://FakeURL	http://fakeurl	URL

_	_	UH
@FakeUsername	@fakeusername	USR
:	:	:
Ireland's	ireland'	NNP
economic	economic	JJ
woes	woe	NNS
:	:	:
Tiger	Tiger	NNP
,	,	,
tiger	tiger	NN
,	,	,
burning	burn	VBG
dull	dull	JJ
-	-	:
Emerald	emerald	NNP
isle	isle	NNP
in	in	IN
the	the	DT
red	red	JJ
http://FakeURL	http://fakeurl	URL
#FakeHashtag	#fakehashtag	HT
#FakeHashtag	#fakehashtag	HT

_	_	UH
@FakeUsername	@fakeusername	USR
:	:	:
WELLINGTON	WELLINGTON	NNP
,	,	,
New	New	NNP
Zealand	Zealand	NNP
(	(	(
AP	ap	NNP
)	)	)
Rescuers	rescuer	NNS
to	to	TO
drill	drill	VB
hole	hole	NN
at	at	IN
New	New	NNP
Zealand	Zealand	NNP
coal	coal	NN
mine	mine	NN
http://FakeURL	http://fakeurl	URL

_	_	UH
@FakeUsername	@fakeusername	USR
:	:	:
Damascus	Damascus	NNP
:	:	:
Iraqi	iraqi	JJ
Refugee	Refugee	NN
Urged	urge	VBD
to	to	TO
Trade	Trade	NNP
Sex	sex	NN
for	for	IN
Food	Food	NN
,	,	,
Cash	Cash	NNP
http://FakeURL	http://FakeURL	URL
#FakeHashtag	#FakeHashtag	HT
_	_	UH

_	_	UH
@FakeUsername	@fakeusername	USR
:	:	:
Just	just	RB
in	in	IN
time	time	NN
for	for	IN
Thanksgiving	Thanksgiving	NNP
,	,	,
Wired's	Wired's	NNP
How-to	How-to	NNP
for	for	IN
Roasting	roast	VBG
the	the	DT
Perfect	Perfect	JJ
Turkey	Turkey	NNP
-	-	:
http://FakeURL	http://fakeurl	URL

_	_	UH
@FakeUsername	@fakeusername	USR
:	:	:
Storm	storm	NN
Wreaks	wreak	VBZ
Havoc	havoc	NN
on	on	IN
Travel	travel	NN
:	:	:
A	a	DT
potent	potent	JJ
winter	winter	NN
storm	storm	NN
barreled	barrel	VBD
up	up	RP
the	the	DT
East	East	NNP
Coast	Coast	NNP
,	,	,
snarling	snarl	VBG
air	air	NN
traffic	traffic	NN
,	,	,
''	''	''
slowin	slowin	VBG
...	...	:
''	''	.
''	''	''
''	''	''

_	_	UH
@FakeUsername	@fakeusername	USR
:	:	:
China	China	NNP
Tightens	tighten	NNP
Bank-Credit	Bank-Credit	NN
Rule	Rule	NN
http://FakeURL	http://fakeurl	URL

_	_	UH
@FakeUsername	@fakeusername	USR
:	:	:
Northern	Northern	NNP
Mexico's	Mexico's	NNP
State	State	NNP
of	of	IN
Anarchy	Anarchy	NNP
http://FakeURL	http://FakeURL	URL

_	_	UH
@FakeUsername	@fakeusername	USR
:	:	:
Hats	hat	NNS
Off	off	IN
to	to	TO
the	the	DT
Tea	Tea	NNP
Party	Party	NNP
Boehner	Boehner	NNP
s	be	POS
Home	Home	NN
State	State	NN
Tea	Tea	NNP
Party	Party	NNP
Slams	slam	NNP
His	he	PRP$
Secret	secret	JJ
Plot	plot	NN
To	to	TO
Kill	kill	VB
(	(	(
cont	cont	VBN
)	)	)
http://FakeURL	http://fakeurl	URL

Active	active	JJ
Distributed	distribute	JJ
Traffic	traffic	NN
Capture	Capture	VB
Systems	Systems	NNP
http://FakeURL	http://fakeurl	URL
100	100	CD
lines	line	NNS
of	of	IN
10GbE	10gbe	JJ
traffic	traffic	NN
,	,	,
tech	tech	NN
lagging	lag	VBG
technology	technology	NN
,	,	,
What	what	WP
does	do	VBZ
NSA	NSA	NNP
use	use	NN
,	,	,
G	g	NNP

EAGLES	eagle	NNS
Live	live	VBP
In	in	IN
Bangkok	Bangkok	NNP
2011	2011	CD
:	:	:
http://FakeURL	http://fakeurl	URL

_	_	UH
mi	mi	NNP
place	place	NN
http://FakeURL	http://fakeurl	URL
-	-	:
-	-	:
Inside	inside	IN
Of	of	IN
You	you	PRP

-	-	:
@FakeUsername	@fakeusername	USR
:	:	:
Mysteries	Mysteries	NNS
of	of	IN
the	the	DT
deep	deep	JJ
sea	sea	NN
@FakeUsername	@fakeusername	USR
http://FakeURL	http://fakeurl	URL

-	-	:
What	what	WP
a	a	DT
Google/Groupon	Google/Groupon	NNP
deal	deal	NN
means	mean	VBZ
for	for	IN
newspapers	newspaper	NNS
!	!	.
http://FakeURL	http://fakeurl	URL
via	via	IN
@FakeUsername	@fakeusername	USR

dude	dude	NN
is	be	VBZ
a	a	DT
100%	100%	CD
product	product	NN
of	of	IN
the	the	DT
west	west	JJ
coast	coast	NN
.	.	.

Lady	lady	NNP
Gaga	gaga	NNP
-	-	:
`Speechless	`speechless	NNP
'	'	POS
live	live	JJ
@	@	USR
Helsinki	Helsinki	NNP
10/13/2010	10/13/2010	CD
http://FakeURL	http://fakeurl	URL
@FakeUsername	@fakeusername	USR
also	also	RB
talks	talk	VBZ
about	about	IN
her	she	PRP
Grampa	grampa	NNP
who	who	WP
died	die	VBD
recently	recently	RB

Lady	lady	NNP
Gaga	gaga	NNP
-	-	:
Speechless	speechless	JJ
live	live	JJ
@	@	USR
Helsinki	Helsinki	NNP
10/13/2010	10/13/2010	CD
http://FakeURL	http://fakeurl	URL
@FakeUsername	@fakeusername	USR
talks	talk	VBZ
about	about	IN
her	she	PRP
Grampa	grampa	NNP
who	who	WP
died	die	VBD
recently	recently	RB

:	:	UH
-	-	UH
(	(	UH
Aretha	Aretha	NNP
Franklin	Franklin	NNP
Has	have	VBZ
Pancreatic	pancreatic	NNP
Cancer	cancer	NNP
http://FakeURL	http://fakeurl	URL

:	:	:
-)	-)	UH
x	x	UH
RT	rt	RT
@FakeUsername	@fakeusername	USR
:	:	:
@FakeUsername	@fakeusername	USR
for	for	IN
some	some	DT
reason	reason	NN
,	,	,
Lady	lady	NNP
Gaga's	gaga'	NNP
webcam	webcam	NN
followers	follower	NNS
want	want	VB
that	that	DT
shiny	shiny	JJ
disco	disco	NN
ball	ball	NN
from	from	IN
me	I	PRP
now	now	RB
:	:	:

!!!	!!!	.
RT	rt	RT
@FakeUsername	@fakeusername	USR
:	:	:
2	2	CD
McDonald's	mcdonald'	NNP
Apple	Apple	NNP
Pies	Pies	NNS
for	for	IN
the	the	DT
extra	extra	JJ
low	low	JJ
price	price	NN
of	of	IN
1	1	CD
smack-a-roo	smack-a-roo	NN
is	be	VBZ
a	a	DT
f	f	NN
\*	\*	SYM
ckin	ckin	JJ
STEAL	steal	NN
!!!!!	!!!!!	.
Name	name	NN
a	a	DT
better	better	JJR
bargain	bargain	NN
???	???	.

???	???	.
-	-	:
????	????	.
-	-	:
Cai	Cai	NNP
Chun	Chun	NNP
Jia	Jia	NNP
-	-	:
ah	ah	UH
to	to	TO
be	be	VB
happy	happy	JJ
http://FakeURL	http://fakeurl	URL
#FakeHashtag	#fakehashtag	HT

???	???	.
-	-	:
