#FakeHashtag	O	#fakehashtag	HT
#FakeHashtag	O	#fakehashtag	HT
#FakeHashtag	O	#fakehashtag	HT
_	O	_	_UH
			
_	O	_	_UH
@FakeUsername	O	@fakeusername	USR
:	O	:	:
Banksy	B-PER	Banksy	NNP
in	O	in	IN
line	O	line	NN
for	O	for	IN
Oscar	B-MISC	Oscar	NNP
nomination	O	nomination	NN
http://FakeURL	O	http://fakeurl	URL
			
_	O	_	_UH
@FakeUsername	O	@fakeusername	USR
:	O	:	:
Doctors	O	doctor	NNS
warned	O	warn	VBD
to	O	to	TO
expect	O	expect	VB
unrest	O	unrest	NN
over	O	over	IN
NHS	B-ORG	NHS	NNP
reforms	O	reform	NNS
http://FakeURL	O	http://fakeurl	URL
			
_	O	_	_UH
@FakeUsername	O	@fakeusername	USR
:	O	:	:
Capabilities	O	capability	NNS
and	O	and	CC
Implications	O	implication	NNS
of	O	of	IN
China	B-LOC	China	NNP
?	O	,	0
s	O	s	POS
Jiaolong	O	Jiaolong	NNP
Submersible	O	Submersible	NNP
#FakeHashtag	O	#fakehashtag	HT
http://FakeURL	O	http://fakeurl	URL
			
_	O	_	_UH
@FakeUsername	O	@fakeusername	USR
:	O	:	:
The	O	the	DT
#FakeHashtag	O	#fakehashtag	HT
Daily	O	Daily	NNP
is	O	be	VBZ
out	O	out	RP
-	O	-	:
read	O	read	VB
this	O	this	DT
Twitter	B-ORG	Twitter	NNP
newspaper	O	newspaper	NN
on	O	on	IN
http://FakeURL	O	http://fakeurl	URL
(	O	(	(
50	O	50	CD
contributions	O	contribution	NNS
today	O	today	NN
)	O	)	)
			
_	O	_	_UH
@FakeUsername	O	@fakeusername	USR
:	O	:	:
Ugh	O	Ugh	UH
gym	O	gym	NN
was	O	be	VBD
hard	O	hard	JJ
this	O	this	DT
morning	O	morning	NN
lol	O	lol	UH
no	O	No	DT
pain	O	pain	NN
no	O	No	DT
gain	O	gain	NN
I	O	I	PRP
guess	O	guess	VBP
you	O	you	PRP
are	O	be	VBP
better	O	better	JJR
than	O	than	IN
me	O	I	PRP
,	O	,	,
i	O	I	PRP
went	O	go	VBD
from	O	from	IN
the	O	the	DT
bed	O	bed	NN
to	O	to	TO
the	O	the	DT
couch	O	couch	NN
this	O	this	DT
AM	O	AM	NNP
			
_	O	_	_UH
@FakeUsername	O	@fakeusername	USR
:	O	:	:
Who's	O	Who's	NNP
winning	O	win	VBG
the	O	the	DT
GB	B-LOC	gb	NNP
/	O	/	CC
Chicago	B-LOC	Chicago	NNP
game	O	game	NN
?	O	,	0
still	O	still	RB
tied	O	tie	VBN
at	O	at	IN
0	O	0	CD
			
@FakeUsername	O	@fakeusername	USR
:	O	:	:
#FakeHashtag	O	#fakehashtag	HT
-	O	-	:
M\E9decins	B-ORG	M\E9decins	NNP
Sans	I-ORG	Sans	FW
Fronti\E8res	I-ORG	Fronti\E8res	NNP
has	O	have	VBZ
treated	O	treat	VBN
over	O	over	IN
12,000	O	12,000	CD
people	O	people	NNS
for	O	for	IN
suspected	O	suspect	JJ
#FakeHashtag	O	#fakehashtag	HT
http://FakeURL	O	http://fakeurl	URL
			
_	O	_	_UH
@FakeUsername	O	@fakeusername	USR
:	O	:	:
Aung	B-PER	Aung	NNP
Suu	I-PER	Suu	NNP
Kyi	I-PER	Kyi	NNP
calls	O	call	VBZ
for	O	for	IN
release	O	release	NN
of	O	of	IN
Burma's	B-LOC	burma	NNP
ethnic	O	ethnic	JJ
leaders	O	leader	NNS
http://FakeURL	O	http://fakeurl	URL
@FakeUsername	O	@fakeusername	USR
@FakeUsername	O	@fakeusername	USR
#FakeHashtag	O	#fakehashtag	HT
_	O	_	_UH
			
_	O	_	_UH
@FakeUsername	O	@fakeusername	USR
:	O	:	:
Protesters	O	protester	NNS
in	O	in	IN
London	B-LOC	London	NNP
march	O	march	NN
against	O	against	IN
Afghan	B-MISC	Afghan	NNP
war	I-MISC	War	NN
http://FakeURL	O	http://fakeurl	URL
			
_	O	_	_UH
@FakeUsername	O	@fakeusername	USR
:	O	:	:
@FakeUsername	O	@fakeusername	USR
Old	O	Old	JJ
Detroit	B-LOC	Detroit	NNP
has	O	have	VBZ
a	O	a	DT
cancer	O	cancer	NN
.	O	.	0
That	O	that	DT
cancer	O	cancer	NN
is	O	be	VBZ
crime	O	crime	NN
.	O	.	0
			
_	O	_	_UH
@FakeUsername	O	@fakeusername	USR
:	O	:	:
Busted	O	bust	VBD
knee	O	knee	NN
at	O	at	IN
the	O	the	DT
gym	O	gym	NN
F	O	f	NN
&	O	&	CC
@FakeUsername	O	@fakeusername	USR
%	O	%	NN
\*	O	\*	SYM
otra	O	otra	NN
vez	O	vez	NNP
???	O	via	0
			
_	O	_	_UH
@FakeUsername	O	@fakeusername	USR
:	O	:	:
Three	O	three	CD
weeks	O	week	NNS
until	O	until	IN
my	O	my	PRP$
new	O	New	JJ
CNN	B-ORG	CNN	NNP
show	O	show	NN
launches	O	launch	NNS
.	O	.	0
And	O	and	CC
just	O	just	RB
booked	O	book	VBD
two	O	two	CD
HUGE	O	huge	JJ
stars	O	star	NNS
for	O	for	IN
first	O	first	JJ
week	O	week	NN
...	O	...	:
/	O	/	CC
Fat	O	Fat	JJ
Blokes	O	Blokes	NNS
?	O	,	0
			
_	O	_	_UH
@FakeUsername	O	@fakeusername	USR
:	O	:	:
BREAKING	O	BREAKING	NN
:	O	:	:
#FakeHashtag	O	#fakehashtag	HT
suspends	O	suspend	VBZ
#FakeHashtag	O	#fakehashtag	HT
for	O	for	IN
campaign	O	campaign	NN
donations	O	donation	NNS
:	O	:	:
http://FakeURL	O	http://fakeurl	URL
			
_	O	_	_UH
@FakeUsername	O	@fakeusername	USR
:	O	:	:
EDL	B-ORG	edl	NNP
presence	O	presence	NN
in	O	in	IN
Wolverhampton	B-LOC	Wolverhampton	NNP
apparently	O	apparently	RB
50	O	50	CD
+	O	+	SYM
protestors	O	protestor	NNS
shouting	O	shout	VBG
obscene	O	obscene	JJ
remarks	O	remark	NNS
.	O	.	0
No	O	No	DT
place	O	place	NN
for	O	for	IN
the	O	the	DT
kiddies	O	kiddie	NNS
or	O	or	CC
lone	O	lone	NNP
women	O	woman	NNS
.	O	.	0
			
_	O	_	_UH
@FakeUsername	O	@fakeusername	USR
:	O	:	:
Analysis	O	analysis	NN
:	O	:	:
Whodunnit	O	Whodunnit	UH
?	O	,	0
Officials	O	official	NNS
have	O	have	VBP
sticky	O	sticky	JJ
problem	O	problem	NN
in	O	in	IN
Haiti	B-LOC	Haiti	NNP
http://FakeURL	O	http://fakeurl	URL
			
_	O	_	_UH
@FakeUsername	O	@fakeusername	USR
:	O	:	:
FLASH	O	flash	NN
:	O	:	:
North	B-LOC	North	NNP
Korea	I-LOC	Korea	NNP
told	O	tell	VBD
U.S.	B-LOC	U.S.	NNP
nuclear	O	nuclear	JJ
team	O	team	NN
it	O	it	PRP
had	O	have	VBD
2,000	O	2,000	CD
working	O	work	VBG
centrifuges	O	centrifuge	NNS
:	O	:	:
source	O	source	NN
			
_	O	_	_UH
@FakeUsername	O	@fakeusername	USR
:	O	:	:
Groupon	B-ORG	Groupon	NNP
considers	O	consider	VBZ
sale	O	sale	NN
to	O	to	TO
Google	B-ORG	Google	NNP
:	O	:	:
report	O	report	NN
http://FakeURL	O	http://fakeurl	URL
			
_	O	_	_UH
@FakeUsername	O	@fakeusername	USR
:	O	:	:
Merck's	B-ORG	Merck's	NNP
Vytorin	O	Vytorin	NNP
cuts	O	cut	VBZ
heart	O	heart	NN
attack	O	attack	NN
risk	O	risk	NN
in	O	in	IN
kidney	O	kidney	NN
patients	O	patient	NNS
http://FakeURL	O	http://fakeurl	URL
			
_	O	_	_UH
@FakeUsername	O	@fakeusername	USR
:	O	:	:
Obama	B-PER	Obama	NNP
,	O	,	,
Medvedev	B-PER	Medvedev	NNP
urge	O	urge	NN
Senate	B-ORG	Senate	NNP
to	O	to	TO
ratify	O	ratify	VB
START	O	START	NNP
http://FakeURL	O	http://fakeurl	URL
			
_	O	_	_UH
@FakeUsername	O	@fakeusername	USR
:	O	:	:
The	O	the	DT
GOP	B-ORG	GOP	NNP
#FakeHashtag	O	#fakehashtag	HT
is	O	be	VBZ
a	O	a	DT
pledge	O	pledge	NN
to	O	to	TO
continue	O	continue	VB
exporting	O	export	VBG
American	B-MISC	american	JJ
jobs	O	job	NNS
http://FakeURL	O	http://fakeurl	URL
#FakeHashtag	O	#fakehashtag	HT
#FakeHashtag	O	#fakehashtag	HT
_	O	_	_UH
			
_	O	_	_UH
@FakeUsername	O	@fakeusername	USR
:	O	:	:
The	O	the	DT
GOP	B-ORG	GOP	NNP
#FakeHashtag	O	#fakehashtag	HT
is	O	be	VBZ
a	O	a	DT
pledge	O	pledge	NN
to	O	to	TO
deny	O	deny	VB
equal	O	equal	JJ
constitutional	O	constitutional	JJ
rights	O	rights	NNS
to	O	to	TO
#FakeHashtag	O	#fakehashtag	HT
people	O	people	NNS
#FakeHashtag	O	#fakehashtag	HT
#FakeHashtag	O	#fakehashtag	HT
_	O	_	_UH
			
_	O	_	_UH
@FakeUsername	O	@fakeusername	USR
:	O	:	:
Greetings	O	greeting	NNS
from	O	from	IN
Russia	B-LOC	Russia	NNP
!	O	!	0
We	O	we	PRP
love	O	love	VBP
#FakeHashtag	O	#fakehashtag	HT
!!!	O	!!!	0
(=	O	(=	UH
=	O	=	UH
=	O	=	UH
welcome	O	welcome	UH
from	O	from	IN
#FakeHashtag	O	#fakehashtag	HT
!!!	O	!!!	0
#FakeHashtag	O	#fakehashtag	HT
#FakeHashtag	O	#fakehashtag	HT
			
_	O	_	_UH
@FakeUsername	O	@fakeusername	USR
:	O	:	:
A	O	a	DT
woman	O	woman	NN
has	O	have	VBZ
been	O	be	VBN
arrested	O	arrest	VBN
on	O	on	IN
suspicion	O	suspicion	NN
of	O	of	IN
murder	O	murder	NN
after	O	after	IN
the	O	the	DT
death	O	death	NN
of	O	of	IN
an	O	a	DT
11-month-old	O	11-month-old	JJ
baby	O	baby	NN
girl	O	girl	NN
in	O	in	IN
Abergavenny	B-LOC	Abergavenny	NNP
,	O	,	,
south	B-LOC	South	NNP
Wales	I-LOC	Wales	NNP
			
_	O	_	_UH
@FakeUsername	O	@fakeusername	USR
:	O	:	:
I'm	O	I'm	VBP
tried	O	try	VBD
of	O	of	IN
the	O	the	DT
fuckn	O	fuckn	JJ
saints	O	saint	NNS
commercials	O	commercial	NNS
.	O	.	0
Smh	O	Smh	NN
that	O	that	WDT
was	O	be	VBD
last	O	last	JJ
year	O	year	NN
!!!	O	!!!	0
Come	O	come	VB
up	O	up	RP
wit	O	wit	IN
new	O	New	JJ
ones	O	one	NNS
#FakeHashtag	O	#fakehashtag	HT
!!!	O	!!!	0
#FakeHashtag	O	#fakehashtag	HT
			
_	O	_	_UH
@FakeUsername	O	@fakeusername	USR
:	O	:	:
Afghan	B-LOC	Afghan	NNP
Hero	O	Hero	NNP
#FakeHashtag	O	#fakehashtag	HT
Accidentally	O	accidentally	RB
Euthanized	O	euthanize	VBN
...	O	...	:
Arizona	B-LOC	Arizona	NNP
animal	O	animal	NN
control	O	control	NN
put	O	put	VBN
down	O	down	RP
the	O	the	DT
wrong	O	wrong	JJ
dog	O	dog	NN
(	O	(	(
cont	O	cont	VBN
)	O	)	)
http://FakeURL	O	http://fakeurl	URL
			
_	O	_	_UH
@FakeUsername	O	@fakeusername	USR
:	O	:	:
GOP	B-ORG	GOP	NNP
Senators	O	Senators	NNP
Hint	O	Hint	NNP
at	O	at	IN
#FakeHashtag	O	#fakehashtag	HT
Repeal	O	repeal	NN
...	O	...	:
Ensign	O	Ensign	NNP
,	O	,	,
Murkowski	B-PER	Murkowski	NNP
appear	O	appear	VBP
ready	O	ready	JJ
to	O	to	TO
let	O	let	VB
gays	O	gay	NNS
serve	O	serve	VBP
(	O	(	(
cont	O	cont	VBN
)	O	)	)
http://FakeURL	O	http://fakeurl	URL
			
_	O	_	_UH
@FakeUsername	O	@fakeusername	USR
:	O	:	:
Ireland's	B-LOC	Ireland's	NNP
economic	O	economic	JJ
woes	O	woe	NNS
:	O	:	:
Tiger	O	Tiger	NNP
,	O	,	,
tiger	O	Tiger	NN
,	O	,	,
burning	O	burn	VBG
dull	O	dull	JJ
-	O	-	:
Emerald	B-LOC	emerald	NNP
isle	I-LOC	isle	NNP
in	O	in	IN
the	O	the	DT
red	O	red	JJ
http://FakeURL	O	http://fakeurl	URL
#FakeHashtag	O	#fakehashtag	HT
#FakeHashtag	O	#fakehashtag	HT
			
_	O	_	_UH
@FakeUsername	O	@fakeusername	USR
:	O	:	:
WELLINGTON	B-LOC	WELLINGTON	NNP
,	O	,	,
New	B-LOC	New	NNP
Zealand	I-LOC	Zealand	NNP
(	O	(	(
AP	B-ORG	ap	NNP
)	O	)	)
Rescuers	O	rescuer	NNS
to	O	to	TO
drill	O	drill	VB
hole	O	hole	NN
at	O	at	IN
New	B-LOC	New	NNP
Zealand	I-LOC	Zealand	NNP
coal	O	coal	NN
mine	O	mine	NN
http://FakeURL	O	http://fakeurl	URL
			
_	O	_	_UH
@FakeUsername	O	@fakeusername	USR
:	O	:	:
Damascus	B-LOC	Damascus	NNP
:	O	:	:
Iraqi	O	iraqi	JJ
Refugee	O	Refugee	NN
Urged	O	urge	VBD
to	O	to	TO
Trade	O	Trade	NNP
Sex	O	sex	NN
for	O	for	IN
Food	O	Food	NN
,	O	,	,
Cash	O	Cash	NNP
http://FakeURL	O	http://fakeurl	URL
